1;0;3501.00;10.00;1225.00;0.00;2.08
2;0;446.00;10.00;1620.00;0.00;1.60
3;0;764.00;10.00;333.00;0.00;1.32
4;0;2880.00;10.00;224.00;0.00;1.60
5;0;2274.00;10.00;826.00;0.00;0.28
6;0;191.00;10.00;1222.00;0.00;1.44
7;0;94.00;10.00;1471.00;0.00;1.56
8;0;3141.00;10.00;2567.00;0.00;1.44
9;0;3880.00;10.00;271.00;0.00;1.52
10;0;3127.00;10.00;1425.00;0.00;1.04
11;0;3862.00;10.00;2507.00;0.00;1.76
12;0;1435.00;10.00;1031.00;0.00;0.88
13;0;704.00;10.00;650.00;0.00;1.72
14;0;2065.00;10.00;1473.00;0.00;0.84
15;0;3011.00;10.00;1960.00;0.00;1.12
16;0;3049.00;10.00;2159.00;0.00;1.36
17;0;968.00;10.00;500.00;0.00;1.60
18;0;3981.00;10.00;1103.00;0.00;1.96
19;0;2599.00;10.00;1374.00;0.00;0.56
20;0;2679.00;10.00;2531.00;0.00;2.04
21;0;217.00;10.00;2167.00;0.00;1.60
22;0;480.00;10.00;2066.00;0.00;1.72
23;0;1110.00;10.00;1252.00;0.00;0.28
24;0;3295.00;10.00;1306.00;0.00;1.24
25;0;3391.00;10.00;1108.00;0.00;1.60
26;0;4402.00;10.00;2451.00;0.00;1.96
27;0;4213.00;10.00;740.00;0.00;2.08
28;0;884.00;10.00;1323.00;0.00;1.56
29;0;2090.00;10.00;1115.00;0.00;1.16
30;0;3277.00;10.00;36.00;0.00;1.80
31;0;623.00;10.00;525.00;0.00;1.72
32;0;277.00;10.00;606.00;0.00;1.32
33;0;1234.00;10.00;287.00;0.00;1.12
34;0;4139.00;10.00;902.00;0.00;1.44
35;0;1294.00;10.00;1119.00;0.00;0.84
36;0;2696.00;10.00;2369.00;0.00;1.36
37;0;1827.00;10.00;2150.00;0.00;1.24
38;0;1163.00;10.00;780.00;0.00;1.80
39;0;2311.00;10.00;659.00;0.00;0.64
40;0;1016.00;10.00;972.00;0.00;1.88
41;0;311.00;10.00;1844.00;0.00;2.28
42;0;2056.00;10.00;1354.00;0.00;0.96
43;0;3702.00;10.00;148.00;0.00;1.36
44;0;957.00;10.00;2003.00;0.00;0.84
45;0;2270.00;10.00;120.00;0.00;1.48
46;0;3955.00;10.00;2315.00;0.00;2.20
47;0;820.00;10.00;753.00;0.00;1.48
48;0;3762.00;10.00;476.00;0.00;1.72
49;0;797.00;10.00;649.00;0.00;1.60
50;0;1742.00;10.00;461.00;0.00;1.56
51;0;818.00;10.00;1146.00;0.00;1.12
52;0;482.00;10.00;309.00;0.00;1.64
53;0;976.00;10.00;1262.00;0.00;1.28
54;0;1599.00;10.00;785.00;0.00;0.84
55;0;3598.00;10.00;1529.00;0.00;1.48
56;0;3494.00;10.00;1153.00;0.00;1.76
57;0;3413.00;10.00;2572.00;0.00;1.80
58;0;4575.00;10.00;2559.00;0.00;1.60
59;0;2522.00;10.00;1814.00;0.00;1.24
60;0;4237.00;10.00;2152.00;0.00;1.48
61;0;2018.00;10.00;2207.00;0.00;1.08
62;0;694.00;10.00;475.00;0.00;1.80
63;0;4021.00;10.00;1188.00;0.00;2.80
64;0;4135.00;10.00;692.00;0.00;2.04
65;0;3325.00;10.00;1984.00;0.00;1.32
66;0;1925.00;10.00;608.00;0.00;0.24
67;0;2795.00;10.00;2632.00;0.00;1.92
68;0;4477.00;10.00;2754.00;0.00;1.72
69;0;466.00;10.00;1773.00;0.00;2.04
70;0;1429.00;10.00;2086.00;0.00;1.32
71;0;3595.00;10.00;2044.00;0.00;1.72
72;0;1610.00;10.00;1413.00;0.00;0.72
73;0;3088.00;10.00;2233.00;0.00;1.12
74;0;4091.00;10.00;2720.00;0.00;2.04
75;0;1036.00;10.00;203.00;0.00;1.72
76;0;3861.00;10.00;651.00;0.00;1.96
