5;arms_factory;2892.00;10.00;2674.00;1.45;0
5;arms_factory;3324.00;10.00;2792.00;4.47;0
5;arms_factory;2850.00;10.00;2790.00;0.85;0
5;arms_factory;3216.00;10.00;2602.00;3.51;0
5;arms_factory;3030.00;10.00;2756.00;1.35;0
5;arms_factory;2865.00;10.00;2610.00;1.46;0
5;industrial_complex;2851.00;10.00;2623.00;5.58;0
5;industrial_complex;3018.00;10.00;2656.00;1.96;0
5;industrial_complex;3172.00;10.00;2766.00;6.08;0
5;industrial_complex;3163.00;10.00;2780.00;6.18;0
5;industrial_complex;3307.00;10.00;2724.00;4.02;0
5;industrial_complex;3148.00;10.00;2670.00;0.41;0
5;air_base;2937.00;10.00;2789.00;3.07;0
5;bunker;3241.00;10.00;2791.00;1.52;0
5;bunker;3117.00;10.00;2784.00;4.19;0
5;bunker;3132.00;10.00;2718.00;2.03;0
5;bunker;3067.00;10.00;2731.00;5.05;0
5;bunker;3254.00;10.00;2726.00;6.25;0
5;bunker;3095.00;10.00;2608.00;4.09;0
5;bunker;3253.00;10.00;2563.00;0.47;0
5;bunker;2873.00;10.00;2685.00;2.04;0
5;bunker;3296.00;10.00;2810.00;4.70;0
5;bunker;2864.00;10.00;2779.00;2.54;0
5;bunker;2990.00;10.00;2701.00;0.48;0
5;bunker;3041.00;10.00;2740.00;3.14;0
5;bunker;3204.00;10.00;2746.00;5.81;0
5;bunker;2901.00;10.00;2715.00;2.54;0
5;bunker;2922.00;10.00;2620.00;5.21;0
5;bunker;3216.00;10.00;2695.00;1.59;0
5;bunker;2990.00;10.00;2639.00;4.25;0
5;bunker;2950.00;10.00;2776.00;0.99;0
5;bunker;3269.00;10.00;2643.00;3.66;0
5;bunker;2898.00;10.00;2590.00;0.04;0
5;bunker;3199.00;10.00;2795.00;2.70;0
5;anti_air_building;2990.00;10.00;2606.00;5.28;0
5;anti_air_building;2861.00;10.00;2706.00;0.20;0
5;anti_air_building;3097.00;10.00;2763.00;3.22;0
5;synthetic_refinery;2868.00;10.00;2762.00;5.88;0
5;fuel_silo;3193.00;10.00;2628.00;2.26;0
5;radar_station;3080.00;10.00;2680.00;0.72;0
5;rocket_site;2884.00;10.00;2579.00;1.67;0
5;nuclear_reactor;2982.00;10.00;2624.00;5.79;0
6;arms_factory;3469.00;10.00;2667.00;0.85;0
6;arms_factory;3591.00;10.00;2525.00;3.51;0
6;arms_factory;3486.00;10.00;2767.00;1.35;0
6;arms_factory;3494.00;10.00;2633.00;1.46;0
6;arms_factory;3373.00;10.00;2751.00;5.58;0
6;arms_factory;3502.00;10.00;2685.00;1.96;0
6;air_base;3490.00;10.00;2628.00;2.47;0
6;bunker;3615.00;10.00;2756.00;2.04;0
6;bunker;3497.00;10.00;2711.00;4.70;0
6;bunker;3613.00;10.00;2603.00;2.54;0
6;bunker;3458.00;10.00;2662.00;3.74;0
6;bunker;3467.00;10.00;2723.00;0.48;0
6;bunker;3401.00;10.00;2804.00;3.14;0
6;bunker;3342.00;10.00;2710.00;5.81;0
6;bunker;3341.00;10.00;2637.00;2.54;0
6;bunker;3539.00;10.00;2601.00;1.59;0
6;bunker;3620.00;10.00;2519.00;4.25;0
6;bunker;3394.00;10.00;2687.00;0.99;0
6;bunker;3548.00;10.00;2792.00;3.66;0
6;bunker;3573.00;10.00;2707.00;0.04;0
6;bunker;3584.00;10.00;2778.00;2.70;0
6;bunker;3294.00;10.00;2586.00;5.72;0
6;bunker;3464.00;10.00;2778.00;0.64;0
6;anti_air_building;3379.00;10.00;2676.00;5.79;0
6;anti_air_building;3447.00;10.00;2751.00;0.71;0
6;anti_air_building;3602.00;10.00;2770.00;4.83;0
6;synthetic_refinery;3537.00;10.00;2813.00;0.11;0
6;fuel_silo;3303.00;10.00;2615.00;2.78;0
6;radar_station;3536.00;10.00;2643.00;1.36;0
6;rocket_site;3558.00;10.00;2627.00;2.17;0
6;nuclear_reactor;3688.00;10.00;2751.00;3.38;0
7;arms_factory;3836.00;10.00;2730.00;1.35;0
7;arms_factory;3822.00;10.00;2667.00;1.46;0
7;arms_factory;3825.00;10.00;2752.00;5.58;0
7;arms_factory;3879.00;10.00;2683.00;1.96;0
7;arms_factory;3852.00;10.00;2774.00;6.08;0
7;arms_factory;3902.00;10.00;2702.00;6.18;0
7;air_base;3825.00;10.00;2802.00;1.52;0
7;bunker;3814.00;10.00;2619.00;5.14;0
7;bunker;3695.00;10.00;2639.00;1.52;0
7;bunker;3984.00;10.00;2714.00;4.19;0
7;bunker;3845.00;10.00;2792.00;2.03;0
7;bunker;3704.00;10.00;2563.00;5.05;0
7;bunker;3816.00;10.00;2640.00;6.25;0
7;bunker;3805.00;10.00;2723.00;4.09;0
7;bunker;3684.00;10.00;2640.00;0.47;0
7;bunker;3905.00;10.00;2731.00;4.70;0
7;bunker;3918.00;10.00;2773.00;2.54;0
7;anti_air_building;3771.00;10.00;2647.00;2.54;0
7;anti_air_building;3820.00;10.00;2797.00;5.21;0
7;anti_air_building;3696.00;10.00;2672.00;1.59;0
7;synthetic_refinery;3975.00;10.00;2721.00;4.25;0
7;fuel_silo;3753.00;10.00;2692.00;0.99;0
7;radar_station;3792.00;10.00;2672.00;5.75;0
7;rocket_site;3765.00;10.00;2652.00;0.04;0
7;nuclear_reactor;3795.00;10.00;2687.00;2.70;0
12;arms_factory;3291.00;10.00;2506.00;2.47;0
12;arms_factory;3071.00;10.00;2540.00;5.13;0
12;arms_factory;3226.00;10.00;2464.00;1.52;0
12;arms_factory;3182.00;10.00;2488.00;4.54;0
12;arms_factory;3177.00;10.00;2483.00;5.74;0
12;arms_factory;3038.00;10.00;2562.00;3.58;0
12;air_base;3199.00;10.00;2477.00;4.09;0
12;bunker;3254.00;10.00;2454.00;0.48;0
12;bunker;3267.00;10.00;2464.00;2.54;0
12;bunker;3102.00;10.00;2565.00;5.21;0
12;bunker;3128.00;10.00;2474.00;1.59;0
12;anti_air_building;3179.00;10.00;2478.00;0.64;0
12;anti_air_building;3223.00;10.00;2542.00;4.76;0
12;anti_air_building;3070.00;10.00;2559.00;2.61;0
12;synthetic_refinery;3276.00;10.00;2462.00;2.71;0
12;fuel_silo;3089.00;10.00;2590.00;0.55;0
12;radar_station;3141.00;10.00;2480.00;4.52;0
