1;2260.00;9.50;2763.00;big
1;833.00;9.50;2521.00;big
2;1976.00;10.00;592.00;big
2;2016.00;10.00;568.00;big
3;2305.00;10.00;628.00;big
3;2215.00;10.00;605.00;big
4;2918.00;10.00;591.00;big
4;3024.00;10.00;600.00;big
5;1750.00;10.00;838.00;big
5;1830.00;10.00;824.00;big
6;1238.00;10.00;1158.00;big
6;1354.00;10.00;1129.00;big
7;1027.00;10.00;1725.00;big
7;1290.00;10.00;1878.00;big
8;1497.00;10.00;2095.00;big
8;1622.00;10.00;2031.00;big
9;1841.00;10.00;2176.00;big
9;1893.00;10.00;2268.00;big
10;2795.00;9.50;2114.00;big
10;2975.00;10.00;2099.00;big
11;3173.00;10.00;1740.00;big
11;3058.00;10.00;1699.00;big
12;2551.00;9.73;1524.00;big
12;2748.00;10.00;1530.00;big
13;3495.00;10.00;35.00;big
13;3198.00;10.00;107.00;big
14;1650.00;10.00;616.00;big
14;1874.00;10.00;488.00;big
15;2320.00;10.00;1263.00;big
15;2166.00;10.00;1403.00;big
16;1381.00;10.00;1505.00;big
16;1441.00;10.00;1395.00;big
17;1827.00;10.00;1995.00;big
17;1744.00;10.00;2085.00;big
18;2485.00;10.00;2430.00;big
18;2813.00;10.00;2441.00;big
19;3482.00;10.00;2535.00;big
19;2676.00;10.00;2685.00;big
20;632.00;10.00;2786.00;big
20;260.00;9.50;2675.00;big
21;134.00;9.50;2255.00;big
21;727.00;9.50;2268.00;big
22;783.00;10.00;1631.00;big
22;549.00;10.00;1751.00;big
23;409.00;10.00;1059.00;big
23;222.00;10.00;1539.00;big
24;697.00;10.00;1210.00;big
24;903.00;10.00;1201.00;big
25;167.00;10.00;829.00;big
25;192.00;10.00;1016.00;big
26;190.00;10.00;539.00;big
26;277.00;10.00;123.00;big
27;750.00;10.00;529.00;big
27;1402.00;10.00;344.00;big
28;923.00;10.00;72.00;big
28;1291.00;10.00;52.00;big
29;2764.00;10.00;191.00;big
29;2079.00;10.00;205.00;big
30;3583.00;10.00;436.00;big
30;4242.00;10.00;323.00;big
31;4114.00;10.00;1976.00;big
31;4212.00;10.00;2534.00;big
32;1164.00;9.50;2585.00;big
32;1131.00;9.50;2665.00;big
33;2144.00;10.00;694.00;big
33;2200.00;10.00;664.00;big
34;2187.00;10.00;781.00;big
34;2265.00;10.00;770.00;big
35;2211.00;10.00;876.00;big
35;2085.00;10.00;904.00;big
36;2068.00;10.00;729.00;big
36;2035.00;10.00;822.00;big
37;2069.00;10.00;419.00;big
37;2021.00;9.50;474.00;big
38;2167.00;10.00;417.00;big
38;2108.00;10.00;474.00;big
39;2088.00;10.00;662.00;big
39;2123.00;10.00;616.00;big
40;2160.00;10.00;557.00;big
40;2093.00;10.00;533.00;big
41;1975.00;10.00;718.00;big
41;2019.00;10.00;669.00;big
42;1881.00;10.00;594.00;big
42;1935.00;10.00;569.00;big
43;2402.00;10.00;581.00;big
43;2357.00;10.00;573.00;big
44;2456.00;9.50;335.00;big
44;2352.00;10.00;327.00;big
45;2256.00;10.00;484.00;big
45;2342.00;10.00;484.00;big
46;2414.00;10.00;542.00;big
46;2499.00;10.00;537.00;big
47;2480.00;10.00;434.00;big
47;2413.00;10.00;468.00;big
48;2629.00;10.00;361.00;big
48;2573.00;10.00;415.00;big
49;2842.00;10.00;397.00;big
49;2707.00;10.00;421.00;big
50;3091.00;10.00;321.00;big
50;2979.00;10.00;329.00;big
51;2621.00;10.00;525.00;big
51;2628.00;10.00;633.00;big
52;2403.00;10.00;666.00;big
52;2492.00;10.00;647.00;big
53;1488.00;10.00;664.00;big
53;1419.00;10.00;743.00;big
54;1687.00;10.00;760.00;big
54;1614.00;10.00;752.00;big
55;1680.00;10.00;1048.00;big
55;1767.00;10.00;960.00;big
56;1797.00;10.00;593.00;big
56;1760.00;10.00;711.00;big
57;1881.00;10.00;689.00;big
57;1915.00;10.00;773.00;big
58;1968.00;10.00;917.00;big
58;1881.00;10.00;958.00;big
59;1671.00;10.00;912.00;big
59;1595.00;10.00;860.00;big
60;1509.00;10.00;837.00;big
60;1432.00;10.00;914.00;big
61;1294.00;10.00;869.00;big
61;1371.00;10.00;875.00;big
62;1215.00;10.00;908.00;big
62;1136.00;10.00;927.00;big
63;1307.00;10.00;988.00;big
63;1210.00;10.00;1009.00;big
64;1125.00;10.00;1112.00;big
64;1068.00;10.00;1001.00;big
65;1568.00;10.00;996.00;big
65;1476.00;10.00;1025.00;big
66;1633.00;10.00;1150.00;big
66;1501.00;10.00;1162.00;big
67;996.00;10.00;1298.00;big
67;1086.00;10.00;1218.00;big
68;1226.00;10.00;1333.00;big
68;1094.00;10.00;1386.00;big
69;1437.00;10.00;1287.00;big
69;1347.00;10.00;1299.00;big
70;1211.00;10.00;1494.00;big
70;1042.00;10.00;1540.00;big
71;1258.00;10.00;1668.00;big
71;1118.00;10.00;1642.00;big
72;1152.00;10.00;1900.00;big
72;1019.00;10.00;1845.00;big
73;967.00;10.00;1967.00;big
73;1083.00;10.00;2017.00;big
74;1217.00;10.00;2027.00;big
74;1322.00;10.00;2068.00;big
75;1508.00;10.00;1860.00;big
75;1403.00;10.00;1781.00;big
76;996.00;10.00;2152.00;big
76;924.00;10.00;2126.00;big
77;1066.00;10.00;2131.00;big
77;1151.00;10.00;2153.00;big
78;1463.00;10.00;2257.00;big
78;1301.00;10.00;2181.00;big
79;2887.00;10.00;456.00;big
79;2986.00;10.00;423.00;big
80;3099.00;10.00;464.00;big
80;2990.00;10.00;515.00;big
81;3115.00;10.00;597.00;big
81;3161.00;10.00;507.00;big
82;3349.00;10.00;772.00;big
82;3234.00;10.00;665.00;big
83;2776.00;10.00;573.00;big
83;2821.00;10.00;501.00;big
84;2934.00;10.00;808.00;big
84;2970.00;10.00;679.00;big
85;2814.00;10.00;848.00;big
85;2745.00;10.00;727.00;big
86;2529.00;10.00;760.00;big
86;2617.00;10.00;743.00;big
87;2628.00;10.00;888.00;big
87;2521.00;10.00;919.00;big
88;2365.00;10.00;870.00;big
88;2437.00;10.00;798.00;big
89;2745.00;10.00;943.00;big
89;2633.00;10.00;986.00;big
90;2441.00;10.00;1061.00;big
90;2260.00;10.00;976.00;big
91;2063.00;10.00;1033.00;big
91;1869.00;10.00;1078.00;big
92;2095.00;10.00;1150.00;big
92;2022.00;9.50;1290.00;big
93;2314.00;10.00;1077.00;big
93;2218.00;10.00;1144.00;big
94;2235.00;10.00;1252.00;big
94;2166.00;10.00;1273.00;big
95;2398.00;10.00;1331.00;big
95;2463.00;10.00;1265.00;big
96;2714.00;10.00;1408.00;big
96;2666.00;10.00;1468.00;big
97;1732.00;10.00;1218.00;big
97;1863.00;10.00;1259.00;big
98;1602.00;10.00;1265.00;big
98;1520.00;10.00;1268.00;big
99;1898.00;10.00;1451.00;big
99;1986.00;10.00;1445.00;big
100;1568.00;10.00;1480.00;big
100;1558.00;10.00;1539.00;big
101;1596.00;10.00;1870.00;big
101;1706.00;10.00;1863.00;big
102;1823.00;10.00;1667.00;big
102;1677.00;10.00;1686.00;big
103;1684.00;10.00;1541.00;big
103;1792.00;10.00;1460.00;big
104;1713.00;10.00;1354.00;big
104;1628.00;10.00;1409.00;big
105;1544.00;10.00;1687.00;big
105;1369.00;10.00;1626.00;big
106;3152.00;10.00;816.00;big
106;3062.00;10.00;761.00;big
107;3266.00;10.00;865.00;big
107;3418.00;10.00;897.00;big
108;3466.00;9.50;1274.00;big
108;4181.00;10.00;1271.00;big
109;3216.00;10.00;988.00;big
109;3319.00;10.00;1029.00;big
110;3136.00;10.00;1049.00;big
110;3048.00;10.00;1038.00;big
111;3147.00;10.00;1199.00;big
111;2974.00;10.00;1131.00;big
112;3034.00;10.00;889.00;big
112;2918.00;10.00;998.00;big
113;2954.00;10.00;1306.00;big
113;3076.00;10.00;1284.00;big
114;2906.00;10.00;1234.00;big
114;2844.00;10.00;1237.00;big
115;3217.00;10.00;1370.00;big
115;2990.00;10.00;1433.00;big
116;2734.00;10.00;1339.00;big
116;2617.00;10.00;1332.00;big
117;2685.00;10.00;1118.00;big
117;2607.00;10.00;1067.00;big
118;2748.00;10.00;1063.00;big
118;2809.00;10.00;1155.00;big
119;2369.00;10.00;1420.00;big
119;2500.00;10.00;1370.00;big
120;1845.00;10.00;1796.00;big
120;1947.00;10.00;1714.00;big
121;2119.00;10.00;1553.00;big
121;2016.00;10.00;1620.00;big
122;2128.00;10.00;1705.00;big
122;2223.00;10.00;1791.00;big
123;2095.00;10.00;1889.00;big
123;1968.00;10.00;1810.00;big
124;2618.00;10.00;1423.00;big
124;2531.00;10.00;1466.00;big
125;1986.00;10.00;2104.00;big
125;1954.00;10.00;1943.00;big
126;2473.00;10.00;2066.00;big
126;2501.00;10.00;2190.00;big
127;1981.00;10.00;2348.00;big
127;2005.00;10.00;2287.00;big
128;2125.00;10.00;2230.00;big
128;1996.00;10.00;2227.00;big
129;2120.00;10.00;2148.00;big
129;2136.00;10.00;2041.00;big
130;2225.00;10.00;2232.00;big
130;2294.00;10.00;2136.00;big
131;2257.00;10.00;1911.00;big
131;2406.00;10.00;1843.00;big
132;2616.00;10.00;1970.00;big
132;2765.00;9.50;2026.00;big
133;2348.00;10.00;1969.00;big
133;2456.00;10.00;1892.00;big
134;2876.00;10.00;2254.00;big
134;2695.00;10.00;2187.00;big
135;3103.00;10.00;2217.00;big
135;3145.00;10.00;2081.00;big
136;2946.00;10.00;1898.00;big
136;3033.00;10.00;1976.00;big
137;2822.00;10.00;1879.00;big
137;2913.00;10.00;1785.00;big
138;2278.00;10.00;1685.00;big
138;2270.00;9.50;1567.00;big
139;2887.00;10.00;1639.00;big
139;2748.00;9.50;1587.00;big
140;2810.00;10.00;1486.00;big
140;2895.00;10.00;1513.00;big
141;2493.00;10.00;1781.00;big
141;2353.00;10.00;1761.00;big
142;2388.00;10.00;1566.00;big
142;2394.00;10.00;1657.00;big
143;2502.00;10.00;1604.00;big
143;2593.00;10.00;1755.00;big
144;2608.00;10.00;1604.00;big
144;2670.00;10.00;1677.00;big
145;3084.00;10.00;1860.00;big
145;3179.00;10.00;1848.00;big
146;3296.00;10.00;1701.00;big
146;3256.00;10.00;1623.00;big
147;3255.00;10.00;1931.00;big
147;3595.00;10.00;2044.00;big
148;3157.00;10.00;1560.00;big
148;3066.00;10.00;1571.00;big
149;1747.00;10.00;2410.00;big
149;1639.00;10.00;2389.00;big
150;1652.00;10.00;2317.00;big
150;1660.00;10.00;2192.00;big
151;1820.00;10.00;2366.00;big
151;1925.00;10.00;2405.00;big
